0.7,0.5,1.3,0.5
0.70008,0.50274,1.3,0.50124
0.70016,0.50548,1.3,0.50248
0.70024,0.50822,1.3001,0.50372
0.70032,0.51096,1.3001,0.50496
0.70041,0.5137,1.3001,0.5062
0.70049,0.51644,1.3001,0.50744
0.70058,0.51918,1.3001,0.50869
0.70067,0.52192,1.3002,0.50993
0.70076,0.52467,1.3002,0.51117
0.70085,0.52741,1.3002,0.51241
0.70094,0.53015,1.3002,0.51365
0.70104,0.53289,1.3003,0.5149
0.70114,0.53563,1.3003,0.51614
0.70124,0.53837,1.3003,0.51738
0.70135,0.54112,1.3004,0.51863
0.70146,0.54386,1.3004,0.51987
0.70158,0.5466,1.3005,0.52111
0.7017,0.54934,1.3005,0.52236
0.70182,0.55209,1.3006,0.5236
0.70195,0.55483,1.3006,0.52485
0.70208,0.55757,1.3007,0.5261
0.70221,0.56032,1.3007,0.52734
0.70236,0.56306,1.3008,0.52859
0.7025,0.56581,1.3009,0.52983
0.70265,0.56855,1.3009,0.53108
0.70281,0.57129,1.301,0.53233
0.70298,0.57404,1.3011,0.53358
0.70314,0.57678,1.3012,0.53483
0.70332,0.57953,1.3012,0.53607
0.7035,0.58227,1.3013,0.53732
0.70369,0.58502,1.3014,0.53857
0.70388,0.58776,1.3015,0.53982
0.70408,0.59051,1.3016,0.54107
0.70429,0.59325,1.3017,0.54232
0.7045,0.596,1.3018,0.54357
0.70472,0.59874,1.3019,0.54482
0.70495,0.60149,1.302,0.54607
0.70519,0.60423,1.3022,0.54732
0.70543,0.60698,1.3023,0.54858
0.70568,0.60972,1.3024,0.54983
0.70593,0.61246,1.3025,0.55108
0.7062,0.61521,1.3027,0.55233
0.70647,0.61795,1.3028,0.55358
0.70675,0.62069,1.303,0.55483
0.70704,0.62344,1.3031,0.55608
0.70733,0.62618,1.3033,0.55733
0.70763,0.62892,1.3034,0.55859
0.70794,0.63166,1.3036,0.55984
0.70826,0.6344,1.3037,0.56109
0.70858,0.63714,1.3039,0.56234
0.70889,0.63986,1.304,0.56357
0.70921,0.64257,1.3041,0.5648
0.70953,0.64529,1.3043,0.56603
0.70986,0.648,1.3044,0.56725
0.7102,0.65072,1.3045,0.56848
0.71055,0.65343,1.3047,0.56971
0.71091,0.65614,1.3048,0.57094
0.71127,0.65885,1.305,0.57217
0.71164,0.66156,1.3051,0.5734
0.71203,0.66428,1.3053,0.57462
0.71242,0.66698,1.3055,0.57585
0.71281,0.66969,1.3056,0.57708
0.71322,0.6724,1.3058,0.57831
0.71364,0.67511,1.306,0.57954
0.71406,0.67782,1.3062,0.58076
0.71449,0.68052,1.3064,0.58199
0.71494,0.68323,1.3065,0.58322
0.71539,0.68594,1.3067,0.58445
0.71585,0.68864,1.3069,0.58567
0.71631,0.69135,1.3072,0.5869
0.71679,0.69405,1.3074,0.58813
0.71728,0.69675,1.3076,0.58936
0.71777,0.69946,1.3078,0.59058
0.71827,0.70216,1.308,0.59181
0.71878,0.70486,1.3083,0.59304
0.7193,0.70756,1.3085,0.59427
0.71983,0.71026,1.3087,0.5955
0.72037,0.71296,1.309,0.59672
0.72091,0.71566,1.3092,0.59795
0.72147,0.71836,1.3095,0.59918
0.72203,0.72106,1.3098,0.60041
0.7226,0.72375,1.31,0.60164
0.72318,0.72645,1.3103,0.60286
0.72376,0.72915,1.3106,0.60409
0.72436,0.73184,1.3108,0.60532
0.72496,0.73454,1.3111,0.60655
0.72557,0.73723,1.3114,0.60777
0.72619,0.73992,1.3117,0.609
0.72682,0.74261,1.312,0.61023
0.72745,0.7453,1.3123,0.61146
0.72809,0.74799,1.3126,0.61268
0.72874,0.75068,1.3129,0.61391
0.7294,0.75337,1.3132,0.61513
0.73006,0.75605,1.3136,0.61636
0.73073,0.75874,1.3139,0.61758
0.73141,0.76142,1.3142,0.61881
0.7321,0.76411,1.3145,0.62003
0.73279,0.76679,1.3149,0.62126
0.73349,0.76947,1.3152,0.62248
0.7342,0.77214,1.3155,0.6237
0.73487,0.77479,1.3158,0.6249
0.73555,0.77744,1.3161,0.6261
0.73624,0.78009,1.3164,0.6273
0.73693,0.78274,1.3167,0.6285
0.73763,0.78538,1.317,0.62969
0.73834,0.78802,1.3173,0.63089
0.73905,0.79066,1.3176,0.63209
0.73977,0.7933,1.3179,0.63328
0.7405,0.79594,1.3183,0.63448
0.74123,0.79858,1.3186,0.63567
0.74198,0.80121,1.3189,0.63687
0.74272,0.80385,1.3192,0.63806
0.74348,0.80648,1.3196,0.63925
0.74424,0.80911,1.3199,0.64045
0.74501,0.81174,1.3202,0.64164
0.74579,0.81437,1.3206,0.64283
0.74657,0.817,1.3209,0.64402
0.74736,0.81962,1.3213,0.64521
0.74816,0.82225,1.3216,0.6464
0.74897,0.82487,1.322,0.6476
0.74978,0.82749,1.3224,0.64879
0.7506,0.83011,1.3227,0.64998
0.75143,0.83273,1.3231,0.65117
0.75226,0.83535,1.3235,0.65236
0.7531,0.83797,1.3239,0.65355
0.75395,0.84059,1.3242,0.65473
0.75481,0.8432,1.3246,0.65592
0.75567,0.84581,1.325,0.65711
0.75654,0.84843,1.3254,0.6583
0.75741,0.85104,1.3258,0.65949
0.7583,0.85364,1.3262,0.66068
